PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
32959703,Indirect analysis of first-line therapy for advanced non-small-cell lung cancer with activating mutations in a Japanese population.,2021-01-01,Scory Tayler; Farris Megan S; Larkin-Kaiser Kelly A,Medlior Health Outcomes Research,None
34108262,International Consensus on Minimum Preclinical Testing Requirements for the Development of Innovative Therapies For Children and Adolescents with Cancer.,2021-08-01,Shields David J,Pfizer,gilles.vassal@gustaveroussy.fr.
36952230,"Characteristics, Treatment, and Outcomes of Real-World Talazoparib-Treated Patients With Germline BRCA-Mutated Advanced HER2-Negative Breast Cancer.",2023-05-08,Ivanova Jasmina; Niyazov Alexander; Ryan Joanne C,Pfizer,None
35840724,Correction: Survival outcomes in patients with chemotherapy-naive metastatic castration-resistant prostate cancer treated with enzalutamide or abiraterone acetate.,2022-04-01,Ramaswamy Krishnan; Mardekian Jack; Schultz Neil M; Lechpammer Stanislav,Pfizer; Astellas Pharma,krishnan.ramaswamy@pfizer.com.
33356529,Efficacy of Enzalutamide plus Androgen Deprivation Therapy in Metastatic Hormone-Sensitive Prostate Cancer by Pattern of Metastatic Spread: ARCHES Post Hoc Analyses.,2021-05-01,Rosbrook Brad; Lee Ho-Jin; Haas Gabriel P,Pfizer; Astellas Pharma,None
25544584,The Impact of Molecularly Targeted Treatment on Direct Medical Costs in Patients with Advanced Non-small Cell Lung Cancer.,2015-04-01,Kim Young-Joo,Pfizer Pharmaceuticals Korea,None
25395283,"Randomized, phase III trial of figitumumab in combination with erlotinib versus erlotinib alone in patients with nonadenocarcinoma nonsmall-cell lung cancer.",2015-03-01,Benner R J; Green S; Molpus K,Pfizer,giorgio.scagliotti@unito.it.
39072356,"VERITAC-2: a Phase III study of vepdegestrant, a PROTAC ER degrader, versus fulvestrant in ER+/HER2- advanced breast cancer.",2024-01-01,Lu Dongrui R; Liu Yuan,Pfizer,None
34854733,Health care resource utilization and costs associated with advanced or metastatic nonsmall cell lung cancer in the United States.,2022-02-01,Beachler Daniel C; Dinh Jade; Jamal-Allial Aziza,HealthCore,None
38995237,Plain language summary of the results from the TALAPRO-2 study: Talazoparib plus enzalutamide versus placebo plus enzalutamide for patients with advanced prostate cancer.,2024-01-01,Lin Xun; Di Santo Nicola; Zohren Fabian,Pfizer; Formerly of Pfizer,None
39254990,A systematic review of health-related quality of life outcomes in patients with advanced breast cancer treated with palbociclib.,2024-10-01,Chen Connie; Cappelleri Joseph C; Makari Doris; Arruda Lillian Shahied; Hanson Kent; Doan Justin,Pfizer,None
20832981,Methylnaltrexone in the treatment of opioid-induced constipation in cancer patients receiving palliative care: willingness-to-pay and cost-benefit analysis.,2011-01-01,Iskedjian Michael; Wang Mike; Farah Bechara; Berbari Jade,PharmIdeas Research and Consulting; Pfizer Canada,None
30656571,"Clinical Outcomes, Treatment Patterns, and Health Resource Utilization Among Metastatic Breast Cancer Patients with Germline BRCA1/2 Mutation: A Real-World Retrospective Study.",2019-03-01,Quek Ruben G W; Mardekian Jack,Pfizer,ruben.quek@pfizer.com.
37060432,A Phase I Clinical Trial Evaluating the Safety and Dosing of Relugolix with Novel Hormonal Therapy for the Treatment of Advanced Prostate Cancer.,2023-05-01,Gervasi Lawrence; Lu Sophia; Gatoulis Sergio C; Brown Bruce; Migoya Elizabeth,SouthWest Urology; Myovant Sciences; Pfizer,Jose.DeLaCerda@urologysa.com.
35767124,Comparative Analysis of All-Cause Health Care Resource Utilization and Costs Among Venous Thrombosis Patients Without Cancer Prescribed Apixaban or VKAs in France.,2022-08-01,Mokgokong Ruth,Pfizer,Ruth.mokgokong@pfizer.com.
35039606,Correction to: Survival outcomes in patients with chemotherapy-naive metastatic castration-resistant prostate cancer treated with enzalutamide or abiraterone acetate.,2022-04-01,Ramaswamy Krishnan; Mardekian Jack; Schultz Neil M; Lechpammer Stanislav,Pfizer; Astellas Pharma,krishnan.ramaswamy@pfizer.com.
39802535,A Real-World Evidence Primer for Advanced Practice Providers: Integrating P-Reality X Into Shared Decision-Making for People With HR+/HER2- Metastatic Breast Cancer.,2024-07-22,Ryan Joanne C,Pfizer,None
28578656,Treatment patterns and real world clinical outcomes in ER+/HER2- post-menopausal metastatic breast cancer patients in the United States.,2017-06-02,Zanotti Giovanni; Perkins Julia J; Horblyuk Ruslan,Pfizer,mhunger@mapigroup.com.
37179240,The Efficacy of Enzalutamide plus Androgen Deprivation Therapy in Oligometastatic Hormone-sensitive Prostate Cancer: A Post Hoc Analysis of ARCHES.,2023-08-01,Rosbrook Brad; Zohren Fabian; Haas Gabriel P; Gourgiotti Georgia; El-Chaar Nader,Pfizer; Astellas Pharma,andrew.armstrong@duke.edu.
39589223,Systematic literature review and meta-analysis of health state utility values in metastatic castration-resistant prostate cancer.,2024-11-26,Nazari Jonathan; Niyazov Alexander,Pfizer,None
33171521,"Effectiveness and Safety of Apixaban, Low-Molecular-Weight Heparin, and Warfarin among Venous Thromboembolism Patients with Active Cancer: A U.S. Claims Data Analysis.",2021-03-01,Keshishian Allison; Lee Theodore; Hlavacek Patrick; Mardekian Jack; Wiederkehr Daniel; Sah Janvi; Luo Xuemei,SIMR; Pfizer,None
28857713,Low-molecular-weight heparins for the prevention of recurrent venous thromboembolism in patients with cancer: A systematic literature review of efficacy and cost-effectiveness.,2019-01-01,Dranitsaris George; Shane Lesley G; Woodruff Seth,Augmentium Pharma Consulting; Pfizer,None
33626934,Matching-adjusted indirect comparison of palbociclib versus ribociclib and abemaciclib in hormone receptor-positive/HER2-negative advanced breast cancer.,2021-04-01,Zhan Lin; Bananis Eustratios; Mitra Debanjali,Pfizer,None
28827103,Efficacy and Safety of Enzalutamide vs Bicalutamide in Younger and Older Patients with Metastatic Castration Resistant Prostate Cancer in the TERRAIN Trial.,2018-01-01,Baron Benoit; van Os Steve; Hasabou Nahla; Wang Fong; Lin Ping,Astellas; Medivation,siemensr@kgh.kari.net.
33663223,CDK4/6 inhibitors in HR+/HER2- advanced/metastatic breast cancer: a systematic literature review of real-world evidence studies.,2021-06-01,Bartlett Meaghan; Spurden Dean; Hooper Becky; Zhan Lin; Rosta Emily; Cameron Chris; Mitra Debanjali; Zhou Anna,CRG-EVERSANA Canada; Pfizer,None
37831416,"Real-world treatment patterns for palbociclib plus an aromatase inhibitor, or an aromatase inhibitor alone, for patients with metastatic breast cancer in the Flatiron Database.",2024-02-15,Liu Xianchen; Li Benjamin; McRoy Lynn; Chen Connie,Pfizer,None
33955599,Enzalutamide with androgen deprivation therapy in Japanese men with metastatic hormone-sensitive prostate cancer: A subgroup analysis of the phase III ARCHES study.,2021-07-01,Rosbrook Brad; Sugg Jennifer; Baron Benoit; Chen Lucy; Kunieda Futoshi,Pfizer; Astellas Pharma,None
34813053,Worldwide Prevalence of Epidermal Growth Factor Receptor Mutations in Non-Small Cell Lung Cancer: A Meta-Analysis.,2022-01-01,Bennetts Margherita; Nickens Dana J; Brinkmann Julia; Kayser Antonin; Moran Michael,Pfizer R&D UK; Pfizer; Pfizer Pharma; AbbVie Deutschland,BMelosky@bccancer.bc.ca.
33973232,Lorlatinib Exposure-Response Analyses for Safety and Efficacy in a Phase I/II Trial to Support Benefit-Risk Assessment in Non-Small Cell Lung Cancer.,2021-11-01,Chen Joseph; Ruiz-Garcia Ana; James Leonard P; Peltz Gerson; Thurm Holger; Clancy Jill; Hibma Jennifer,Pfizer,None
35227895,"Proteogenomic Analysis of Breast Cancer Transcriptomic and Proteomic Data, Using De Novo Transcript Assembly: Genome-Wide Identification of Novel Peptides and Clinical Implications.",2022-04-01,Tiwary Shivani,Pfizer Pharma,nameeta.shah@gmail.com.
29608887,Prediction of Human Brain Penetration of P-glycoprotein and Breast Cancer Resistance Protein Substrates Using In Vitro Transporter Studies and Animal Models.,2018-08-01,Feng Bo; Doran Angela C; Di Li; West Mark A; Osgood Sarah M; Mancuso Jessica Y; Shaffer Christopher L; Tremaine Larry; Liras Jennifer,Pfizer,bo.feng2@pfizer.com.
34585621,Plain language summary of the CROWN study comparing lorlatinib with crizotinib for people with untreated non-small cell lung cancer.,2021-12-01,Thurm Holger; Peltz Gerson,Pfizer,None
34346236,Real-world treatment patterns and outcomes in PD-L1-positive non-small cell lung cancer.,2021-12-01,Yang Mo; Masters Elizabeth T,EMD Serono; Pfizer,None
40129925,Real-world effectiveness of CDK4/6i in first-line treatment of HR+/HER2- advanced/metastatic breast cancer: updated systematic review.,2025-01-01,Rose Chloe Grace; Korytowsky Beata; Chen Connie,Pfizer,None
32112280,Economic Outcomes in Patients with Chemotherapy-Naïve Metastatic Castration-Resistant Prostate Cancer Treated with Enzalutamide or Abiraterone Acetate Plus Prednisone.,2020-05-01,Ramaswamy Krishnan; Lechpammer Stanislav; Mardekian Jack; Schultz Neil M; Sandin Rickard,Pfizer; Astellas,krishnan.ramaswamy@pfizer.com.
16596290,"GSTM1 and GSTT1 polymorphisms, cigarette smoking, and risk of colon cancer: a population-based case-control study in North Carolina (United States).",2006-05-01,Huang Kui,Pfizer,kui.a.huang@pfizer.com
25647781,"Efficacy and safety of axitinib in combination with gemcitabine in advanced pancreatic cancer: subgroup analyses by region, including Japan, from the global randomized Phase III trial.",2015-05-01,Fujii Yosuke; Kamei Yoichi; Takahashi Satori; Namazu Katsushi; Umeyama Yoshiko,Pfizer Japan,ioka-ta@mc.pref.osaka.jp.
31217344,Palbociclib with Letrozole in Postmenopausal Women with ER+/HER2- Advanced Breast Cancer: Hematologic Safety Analysis of the Randomized PALOMA-2 Trial.,2019-12-01,Lu Dongrui R; Gauthier Eric; Schnell Patrick,Pfizer,v.dieras@rennes.unicancer.fr.
35643841,"Statin and metformin use and outcomes in patients with castration-resistant prostate cancer treated with enzalutamide: A meta-analysis of AFFIRM, PREVAIL and PROSPER.",2022-07-01,Lin Ping; Duggan William; Sugg Jennifer; Russell David,Formerly of Pfizer; Pfizer; Astellas,anthony.joshua@svha.org.au.
37557181,"Discovery of a highly potent, selective, orally bioavailable inhibitor of KAT6A/B histone acetyltransferases with efficacy against KAT6A-high ER+ breast cancer.",2023-10-19,Ren Bin; Dennis Matthew L; Dolezal Olan; Nuttall Stewart; Peat Thomas S,Cancer,shikhar.sharma@pfizer.com.
35675470,"The impact of enzalutamide on quality of life in men with metastatic hormone-sensitive prostate cancer based on prior therapy, risk, and symptom subgroups.",2022-09-01,Rosbrook Brad; Ramaswamy Krishnan; Ganguli Arijit; Haas Gabriel P,Pfizer; Astellas Pharma,None
34595671,Modeling Challenges in Cost-Effectiveness Analysis of First-Line Immuno-Oncology Therapies in Non-small Cell Lung Cancer: A Systematic Literature Review.,2022-02-01,Masters Elizabeth,Pfizer,xinke.zhang@emdserono.com.
31858327,"Evaluation of the potential effect of dacomitinib, an EGFR tyrosine kinase inhibitor, on ECG parameters in patients with advanced non-small cell lung cancer.",2020-06-01,Tan Weiwei; Giri Nagdeep; Quinn Susan; Wilner Keith; Parivar Kourosh,Pfizer,weiwei.tan@pfizer.com.
30189902,Number-needed-to-treat analysis of clinical progression in patients with metastatic castration-resistant prostate cancer in the STRIVE and TERRAIN trials.,2018-09-06,Schultz Neil M; Yang Hongbo; Brown Bruce A; Barlev Arie; Flanders Scott C,Astellas; Analysis Group; Medivation; Pfizer,neil.schultz@astellas.com.
35122924,Increase in ADAR1p110 activates the canonical Wnt signaling pathway associated with aggressive phenotype in triple negative breast cancer cells.,2022-04-20,Lobos-González Lorena; Guevara Francisca,n Ciencia & Vida - Andes,rarmisen@udd.cl.
37296971,Low Molecular Weight Heparin Treatment Patterns and Outcomes in Cancer Patients with Acute Venous Thromboembolism: A Nationwide Cohort Study in France.,2023-05-31,Mokgokong Ruth,Pfizer,None
31329516,"ARCHES: A Randomized, Phase III Study of Androgen Deprivation Therapy With Enzalutamide or Placebo in Men With Metastatic Hormone-Sensitive Prostate Cancer.",2019-11-10,Sugg Jennifer; Baron Benoit; Chen Lucy,Astellas,None
35947814,"The Critical Role of Academic Clinical Trials in Pediatric Cancer Drug Approvals: Design, Conduct, and Fit for Purpose Data for Positive Regulatory Decisions.",2022-10-10,Barry Elly; Kieran Mark,Day One Biopharmaceuticals,None
35848218,Incidence of safety events after immune checkpoint inhibitor initiation for advanced-stage non-small-cell lung cancer: a real-world study.,2022-08-01,Beachler Daniel C; Dinh Jade; Papazian Anahit; Jamal-Allial Aziza,HealthCore,None
37343145,A Randomized Placebo-Controlled Trial of the Anti-Nerve Growth Factor Antibody Tanezumab in Subjects With Cancer Pain Due to Bone Metastasis.,2023-12-11,Dragon Erika; Brown Mark T; West Christine R; Bao Weihang; Agyemang Alex,Pfizer,None
40180682,Safety and Tolerability of Relugolix in Combination with Abiraterone or Apalutamide for Treatment of Patients with Advanced Prostate Cancer: Data from a 52-Week Clinical Trial.,2025-04-04,Gervasi Lawrence; Ryan Michael; Zhong Yi; Ufer Mike,SouthWest Urology; Pfizer; Sumitomo Pharma America; Sumitomo Pharma Switzerland,Jose.DeLaCerda@urologysa.com.
35619639,"Cancer-associated venous thromboembolism in Israel: Incidence, risk factors, treatment, and health care utilization in a population based cohort study.",2022-05-01,Friedman-Mazursky Orr; Tirosh Matanya,Medical Affairs Pfizer,None
30202945,Development and validation of a prognostic model for overall survival in chemotherapy-naïve men with metastatic castration-resistant prostate cancer.,2018-11-01,Phung D; Krivoshik A,Astellas,andrew.armstrong@duke.edu.
26109878,"5-Fluorouracil, leucovorin, and oxaliplatin (mFOLFOX6) plus sunitinib or bevacizumab as first-line treatment for metastatic colorectal cancer: a randomized Phase IIb study.",2015-01-01,Chow Maneval Edna,Seragon,None
28488142,A prospective randomized controlled trial of hydrating nail solution for prevention or treatment of onycholysis in breast cancer patients who received neoadjuvant/adjuvant docetaxel chemotherapy.,2017-08-01,Lee Soo-Hyeon,Pfizer,yhparkhmo@skku.edu.
39295563,Industry Perspective on First-in-Human and Clinical Pharmacology Strategies to Support Clinical Development of T-Cell Engaging Bispecific Antibodies for Cancer Therapy.,2025-01-01,Lechmann Martin; Wang Jun; Boetsch Christophe,Roche; Boehringer Ingelheim,None
29720233,Real-world evidence analysis of palbociclib prescribing patterns for patients with advanced/metastatic breast cancer treated in community oncology practice in the USA one year post approval.,2018-05-02,Ward M A; Ahmed H V; McRoy L; Zanotti G,Pfizer,meleaward@icloud.com.
36842915,Survival and Economic Impact of Rapid Prostate-Specific Antigen Doubling Time in Patients With Nonmetastatic Castration-Resistant Prostate Cancer.,2023-08-01,Schultz Neil M,Astellas,stephen.freedland@cshs.org.
36358816,"<i>BRCA1/2</i> Mutation Testing in Patients with HER2-Negative Advanced Breast Cancer: Real-World Data from the United States, Europe, and Israel.",2022-11-02,Niyazov Alexander,Pfizer,None
37605861,Effectiveness of crizotinib in patients with <i>ROS1</i>-positive non-small-cell lung cancer: real-world evidence in Japan.,2023-12-01,Emir Birol; Wiltshire Robin,Pfizer,None
34618197,Phase I/II study to assess the clinical pharmacology and safety of single ascending and multiple subcutaneous doses of PF-06881894 in women with non-distantly metastatic breast cancer.,2021-12-01,Ottery Faith D,Ottery & Associates,hsuan-ming.yao@pfizer.com.
28689250,"Multicenter, cross-sectional observational study of the impact of neuropathic pain on quality of life in cancer patients.",2017-12-01,Kim Hyun Joo,Pfizer Pharmaceutical Korea,shinsw@kumc.or.kr.
30285696,Correction to: Number-needed-to-treat analysis of clinical progression in patients with metastatic castration-resistant prostate cancer in the STRIVE and TERRAIN trials.,2018-10-01,Schultz Neil M; Yang Hongbo; Brown Bruce A; Barlev Arie; Flanders Scott C,Astellas; Analysis Group; Medivation; Pfizer,neil.schultz@astellas.com.
39289919,Frequency of weight and body composition increases in advanced non-small cell lung cancer patients during first line therapy.,2024-12-01,Tzameli Iphigenia; Cobain Sonia; Collins Susie; Breen Danna M; Calle Roberto A,Pfizer; Pfizer R&D UK,None
35232230,Effectiveness of crizotinib versus entrectinib in <i>ROS1</i>-positive non-small-cell lung cancer using clinical and real-world data.,2022-06-01,Tremblay Gabriel; Groff Michael; Iadeluca Laura; Daniele Patrick; Wilner Keith; Wiltshire Robin; Bartolome Lauren; Usari Tiziana; Cappelleri Joseph C,Cytel; Pfizer,None
38997691,"A retrospective cohort study to evaluate disease burden, health care resource utilization, and costs in patients with breast cancer in Dubai, UAE.",2024-07-12,Zayed Mwa; Tahoun N; Ali A,Pfizer,bcramachandrachar@ae.imshealth.com.
38049622,First-line talazoparib with enzalutamide in HRR-deficient metastatic castration-resistant prostate cancer: the phase 3 TALAPRO-2 trial.,2024-01-01,Lin Xun; Di Santo Nicola; Laird A Douglas; Zohren Fabian,Pfizer,karim.fizazi@gustaveroussy.fr.
35714477,Matching-adjusted indirect treatment comparison of the efficacy of enzalutamide versus apalutamide for the treatment of nonmetastatic castration-resistant prostate cancer.,2022-06-01,Ganguli A; Bhadauria H; Oh M,Astellas Pharma,bertrand.tombal@uclouvain.be.
38509647,Genomic testing and targeted therapy of non-small cell lung cancer in China: a nationwide survey of physicians and clinical pathologists.,2024-03-01,Meng Xiao; Wu Meiling; Qian Cui,Department of Medical Affairs Pfizer Investment,None
28844372,Antitumour Activity and Safety of Enzalutamide in Patients with Metastatic Castration-resistant Prostate Cancer Previously Treated with Abiraterone Acetate Plus Prednisone for ≥24 weeks in Europe.,2018-07-01,Melhem-Bertrandt Amal; Baron Benoit,Astellas,johann.de-bono@icr.ac.uk.
35961201,Tumor-infiltrating neutrophils and peripheral neutrophil-to-lymphocyte ratio conversely predicted the prognosis of patients with non-small cell lung cancer.,2022-09-01,Wang Xiaoqi,Pfizer Investment Com,xiuwenwang12@sdu.edu.cn.
31298572,Systematic review and network meta-analysis of first-line therapy for advanced <i>EGFR</i>-positive non-small-cell lung cancer.,2019-08-01,Franek Jacob; Larkin-Kaiser Kelly A,Medlior Health Outcomes Research,None
37968169,"Optimizing outcomes for high-risk, non-muscle-invasive bladder cancer: The evolving role of PD-(L)1 inhibition.",2023-12-01,Brinkmann Julia; Blake-Haskins John A; Cesari Rossano,Pfizer Pharma; Pfizer,bedke@live.com.
37841423,Real-world treatment patterns and effectiveness of palbociclib plus an aromatase inhibitor in patients with metastatic breast cancer aged 75 years or older.,2023-01-01,Liu Xianchen; Li Benjamin; McRoy Lynn; Chen Connie,Pfizer,None
34784577,Consistent survival benefit of enzalutamide plus androgen deprivation therapy in men with nonmetastatic castration-resistant prostate cancer: PROSPER subgroup analysis by age and region.,2021-12-01,Steinberg Joyce; Sugg Jennifer; Lin Xun; Shen Qi,Astellas; Pfizer,ugo.degiorgi@irst.emr.it.
33010985,Prostate-specific Antigen Progression in Enzalutamide-treated Men with Nonmetastatic Castration-resistant Prostate Cancer: Any Rise in Prostate-specific Antigen May Require Closer Monitoring.,2020-12-01,Modelska Katharina; Lin Xun; Sugg Jennifer; Steinberg Joyce,Pfizer; Astellas,fred.saad@umontreal.ca.
37646326,Plain language summary: Does the amount of time it takes for prostate-specific antigen to double affect how long men with nonmetastatic castration-resistant prostate cancer live and their healthcare costs?,2023-10-01,Ramaswamy Krishnan; Schultz Neil M,Pfizer; Astellas Pharma,None
40016055,Effects of Enzalutamide on the Sexual Activity of Patients with Biochemically Recurrent Prostate Cancer: A Post Hoc Analysis of Patient-reported Outcomes in the EMBARK Study.,2025-02-26,Ivanova Jasmina I; Nasr Anchen F; Reisman Arlene L; Ganguli Arijit; Kral Pavol; Turnbull James,Pfizer; Astellas Pharma; IQVIA,nshore@auclinics.com.
30191463,"Treatment Duration, Healthcare Resource Utilization, and Costs Among Chemotherapy-Naïve Patients with Metastatic Castration-Resistant Prostate Cancer Treated with Enzalutamide or Abiraterone Acetate: A Retrospective Claims Analysis.",2018-10-01,Schultz Neil M; Flanders Scott C; Wilson Samuel; Brown Bruce A; Song Yan; Yang Hongbo; Lechpammer Stanislav,Astellas Pharma; Analysis Group; Pfizer,neil.schultz@astellas.com.
28752187,Systematic review and network meta-analysis comparing palbociclib with chemotherapy agents for the treatment of postmenopausal women with HR-positive and HER2-negative advanced/metastatic breast cancer.,2017-11-01,Wilson Florence R; Varu Abhishek; Mitra Debanjali; Cameron Chris; Iyer Shrividya,Cornerstone Research Group; Pfizer,ccameron@cornerstone-research.com.
33835229,"Pharmacokinetics, safety, activity, and biomarker analysis of palbociclib plus letrozole as first-line treatment for ER+/HER2- advanced breast cancer in Chinese women.",2021-07-01,Huang Yaling; Linn Carlos; Zhao Huadong,Pfizer,Xubinghe@medmail.com.cn.
34884981,The Impact of Enzalutamide on the Prostate Cancer Patient Experience: A Summary Review of Health-Related Quality of Life across Pivotal Clinical Trials.,2021-11-23,Ganguli Arijit,Astellas,None
38162494,The prognostic value of Eastern Cooperative Oncology Group performance status on overall survival among patients with metastatic prostate cancer: a systematic review and meta-analysis.,2023-01-01,Assayag Jonathan; Kim Chai; Chu Haitao; Webster Jennifer,Pfizer,None
32725539,Retrospective Observational Study of ALK-Inhibitor Therapy Sequencing and Outcomes in Patients with ALK-Positive Non-small Cell Lung Cancer.,2020-12-01,Chioda Marc D; Mardekian Jack; Masters Elizabeth T,Pfizer,david.waterhouse@usoncology.com.
39754979,Comparative overall survival of CDK4/6 inhibitors plus an aromatase inhibitor in HR+/HER2- metastatic breast cancer in the US real-world setting.,2025-01-01,Liu X; Li B; McRoy L; Estevez M,Pfizer; Flatiron Health,hope.rugo@ucsf.edu.
39486165,"Talazoparib plus enzalutamide in metastatic castration-resistant prostate cancer: Safety analyses from the randomized, placebo-controlled, phase III TALAPRO-2 study.",2024-12-01,Lin Xun; Di Santo Nicola,Pfizer; Formerly of Pfizer,Arun.Azad@petermac.org.
34120312,Evaluation of the Effect of Proton Pump Inhibitors on the Efficacy of Dacomitinib and Gefitinib in Patients with Advanced Non-Small Cell Lung Cancer and EGFR-Activating Mutations.,2021-12-01,Nickens Dana,Pfizer,Weiwei.tan@pfizer.com.
31830211,Association Between New Unconfirmed Bone Lesions and Outcomes in Men With Metastatic Castration-Resistant Prostate Cancer Treated With Enzalutamide: Secondary Analysis of the PREVAIL and AFFIRM Randomized Clinical Trials.,2020-02-01,Sugg Jennifer,Astellas Pharma,None
38072761,Clinical Outcomes of Enzalutamide in Metastatic Hormone-sensitive Prostate Cancer in Patients Aged <75 and ≥75 Years: ARCHES Post Hoc Analysis.,2024-08-01,Rosbrook Brad; Zohren Fabian; Ma Jie; Haas Gabriel P,Pfizer; Astellas Pharma,fgveiga@telefonica.net.
40140551,Enzalutamide in patients with high-risk biochemically recurrent prostate cancer according to the European Association of Urology definition: a post hoc analysis of EMBARK.,2025-03-26,Tarazi Jamal; Tang Yiyun; Haas Gabriel P; Rosales Matt,Pfizer; Astellas Pharma,nshore@auclinics.com.
33591468,The efficacy and safety of enzalutamide with trastuzumab in patients with HER2+ and androgen receptor-positive metastatic or locally advanced breast cancer.,2021-05-01,Steinberg Joyce; Sugg Jennifer; Tudor Iulia C,Astellas Pharma; Pfizer,ian_krop@dfci.harvard.edu.
28236776,Evolving landscape of human epidermal growth factor receptor 2-positive breast cancer treatment and the future of biosimilars.,2017-04-01,Jacobs Ira,Pfizer,christian.jackisch@sana.de.
31854456,Comparing the effectiveness of different EGFR-TKIs in patients with EGFR mutant non-small-cell lung cancer: A retrospective cohort study in Taiwan.,2020-08-15,Fang Wei-Tse; Lo Yu-Wen,Pfizer,None
38297094,Publisher Correction: First-line talazoparib with enzalutamide in HRR-deficient metastatic castration-resistant prostate cancer: the phase 3 TALAPRO-2 trial.,2024-05-01,Lin Xun; Di Santo Nicola; Laird A Douglas; Zohren Fabian,Pfizer,karim.fizazi@gustaveroussy.fr.
29522174,Radiographic Progression-Free Survival as a Clinically Meaningful End Point in Metastatic Castration-Resistant Prostate Cancer: The PREVAIL Randomized Clinical Trial.,2018-05-01,Bhattacharya Suman; Phung De; Krivoshik Andrew,Medivation; Astellas,None
32988969,A Randomized Placebo Controlled Phase II Trial Evaluating Exemestane with or without Enzalutamide in Patients with Hormone Receptor-Positive Breast Cancer.,2020-12-01,Steinberg Joyce; Markova Denka; Tarazi Jamal; Zhu Zhou; O'Brien Thomas,Astellas; Formerly of Pfizer; Pfizer,ikrop@partners.org.
35950899,Plain language summary of the design of the TALAPRO-2 study comparing talazoparib and enzalutamide versus enzalutamide and placebo in men with metastatic castration-resistant prostate cancer.,2022-09-01,Paccagnella Maria Luisa; Santo Nicola Di; Elmeliegy Mohamed; Lin Xun; Czibere Akos,Pfizer,None
35750582,Patient-reported Outcomes in Men with Metastatic Castration-resistant Prostate Cancer Harboring DNA Damage Response Alterations Treated with Talazoparib: Results from TALAPRO-1.,2023-04-01,Dorff Tanya,Department of Medical Oncology &,fred.saad@umontreal.ca.
29351570,Joint adolescent-adult early phase clinical trials to improve access to new drugs for adolescents with cancer: proposals from the multi-stakeholder platform-ACCELERATE.,2018-03-01,Rousseau R; Kerloeguen Y; Taube T; Uttenreuther-Fischer M,Gritstone Oncology; Hoffmann-La Roche; Pharma,nathalie.gaspar@gustaveroussy.fr.
33428292,Outcomes in patients with lung cancer treated with crizotinib and erlotinib in routine clinical practice: A post-authorization safety cohort study conducted in Europe and in the United States.,2021-06-01,Huang Kui; Mo Jingping; Schachterle Stephen E; Wilner Keith D,Pfizer,None
31274110,Prognostic Association of Prostate-specific Antigen Decline with Clinical Outcomes in Men with Metastatic Castration-resistant Prostate Cancer Treated with Enzalutamide in a Randomized Clinical Trial.,2019-11-01,Lin Ping; Phung De; Parli Teresa; Krivoshik Andrew,Pfizer; Astellas; Astellas Pharma,andrew.armstrong@duke.edu.
30523750,Randomized Phase II Study Evaluating Palbociclib in Addition to Letrozole as Neoadjuvant Therapy in Estrogen Receptor-Positive Early Breast Cancer: PALLET Trial.,2019-01-20,Koehler Maria,Bicycle,None
35200588,Real-World Treatment Patterns and Clinical Effectiveness of Palbociclib Plus an Aromatase Inhibitor as First-Line Therapy in Advanced/Metastatic Breast Cancer: Analysis from the US Syapse Learning Health Network.,2022-02-12,Mitra Debanjali; Alfred Tamuno; Emir Birol; Liu Xianchen; DiCristo Caroline; Chen Connie,Pfizer,None
31557987,"Development of PF-06671008, a Highly Potent Anti-P-cadherin/Anti-CD3 Bispecific DART Molecule with Extended Half-Life for the Treatment of Cancer.",2016-03-04,Root Adam R; Cao Wei; Li Bilian; LaPan Peter; Meade Caryl; Sanford Jocelyn; Jin Macy; O'Sullivan Cliona; Cummins Emma; Lambert Matthew; Sheehan Alfredo D; Ma Weijun; Gatto Scott; Kerns Kelvin; Lam Khetemenee; D'Antona Aaron M; Zhu Lily; Brady William A; Benard Susan; King Amy; He Tao; Racie Lisa; Arai Maya; Barrett Dianah; Stochaj Wayne; LaVallie Edward R; Apgar James R; Svenson Kristine; Mosyak Lidia; Finlay William J J; Lin Laura; Olland Stéphane; Somers William; Gerber Hans-Peter; May Chad; Tchistiakova Lioudmila; Bloom Laird,Pfizer,adam.root@pfizer.com.
29505670,Clinical and economic burden associated with stage III to IV triple-negative breast cancer: A SEER-Medicare historical cohort study in elderly women in the United States.,2018-05-15,Schultz Neil M; Flanders Scott C,Astellas Pharma,None
37173513,Cost‑Effectiveness of Lorlatinib in First-Line Treatment of Adult Patients with Anaplastic Lymphoma Kinase (ALK)‑Positive Non‑Small‑Cell Lung Cancer in Sweden.,2023-07-01,Iadeluca Laura,Pfizer,Fredrik.Nilsson@pfizer.com.
32527692,Five-year Survival Prediction and Safety Outcomes with Enzalutamide in Men with Chemotherapy-naïve Metastatic Castration-resistant Prostate Cancer from the PREVAIL Trial.,2020-09-01,Lin Ping; Rosbrook Brad; van Os Steve,Pfizer; Astellas,andrew.armstrong@duke.edu.
32828825,Talazoparib versus chemotherapy in patients with germline BRCA1/2-mutated HER2-negative advanced breast cancer: final overall survival results from the EMBRACA trial.,2020-11-01,Quek R G W; Czibere A,Pfizer,jlitton@mdanderson.org.
